DEPOT_ID,prd_id,prd_key,CURRENT_STOCK,SAFETY_STOCK,LAST_COUNT_DT,DEPOT_COUNTRY
DC_DE,25122,TI-M602,579,101,2025-10-16,Germany
DC_FR,25123,TT-M928,774,187,2025-09-01,France
DC_DE,25124,BC-M005,606,101,2025-01-13,Germany
WH001,25125,WB-H098,508,114,2025-08-20,US
DC_DE,25126,SJ-0194-S,29,33,2025-09-01,Germany
DC_UK,25127,WB-H098,416,176,2025-04-27,United Kingdom
WH001,25128,BC-M005,278,92,2025-06-10,US
DC_FR,25129,VE-C304-S,987,146,2025-09-23,France
WH001,25130,BC-M005,307,79,2025-10-29,US
DC_DE,25131,WB-H098,639,197,2025-02-28,Germany
DC_CA,25132,HY-1023-70,980,162,2025-08-22,Canada
DC_UK,25133,CL-9009,656,54,2025-07-12,United Kingdom
DC_FR,25134,CA-1098,166,162,2025-02-22,France
WH003,25135,SH-W890-M,710,189,2025-03-21,US
DC_UK,25136,SH-W890-M,313,195,2025-01-11,United Kingdom
DC_CA,25137,WB-H098,150,195,2025-06-28,Canada
DC_UK,25138,PK-7098,854,170,2025-06-28,United Kingdom
WH003,25139,SH-W890-L,320,88,2025-10-02,US
DC_UK,25140,WB-H098,343,68,2025-11-02,United Kingdom
DC_FR,25141,SJ-0194-S,751,130,2025-05-16,France
DC_FR,25142,WB-H098,166,69,2025-12-15,France
WH002,25143,FE-6654,657,182,2025-09-10,US
WH002,25144,FE-6654,16,153,2025-02-26,US
WH002,25145,LJ-0192-M,735,74,2025-07-22,US
WH003,25146,SH-W890-M,803,178,2025-03-25,US
DC_UK,25147,LJ-0192-L,504,182,2025-07-04,United Kingdom
WH002,25148,TI-R628,151,70,2025-08-06,US
WH003,25149,LJ-0192-M,601,41,2025-10-06,US
WH002,25150,TT-M928,495,29,2025-01-07,US
WH002,25151,TI-M267,998,99,2025-10-04,US
DC_FR,25152,HL-U509-B,177,99,2025-04-15,France
WH002,25153,TI-R628,747,198,2025-07-05,US
DC_FR,25154,TT-R982,844,76,2025-06-24,France
WH003,25155,PK-7098,734,89,2025-10-24,US
WH001,25156,TI-M602,139,158,2025-11-08,US
WH003,25157,TT-M928,325,137,2025-07-23,US
DC_FR,25158,HL-U509-R,866,121,2025-05-16,France
DC_UK,25159,TI-T723,263,183,2025-01-04,United Kingdom
WH002,25160,TT-T092,125,121,2025-07-07,US
DC_DE,25161,HY-1023-70,351,182,2025-01-09,Germany
DC_UK,25162,TT-T092,389,144,2025-04-26,United Kingdom
DC_FR,25163,HL-U509-R,764,146,2025-06-21,France
DC_UK,25164,FE-6654,774,197,2025-09-26,United Kingdom
WH002,25165,TI-M823,215,166,2025-09-19,US
DC_FR,25166,TT-M928,528,182,2025-05-16,France
DC_CA,25167,PK-7098,960,191,2025-03-21,Canada
DC_UK,25168,BK-M38S-38,172,42,2025-07-19,United Kingdom
DC_CA,25169,FE-6654,475,116,2025-10-29,Canada
DC_DE,25170,GL-H102-M,176,25,2025-07-15,Germany
WH002,25171,HL-U509-B,63,184,2025-05-08,US
DC_CA,25172,BK-M38S-46,131,133,2025-06-22,Canada
DC_UK,25173,TT-M928,264,171,2025-09-26,United Kingdom
DC_DE,25174,TI-M602,735,183,2025-02-21,Germany
DC_CA,25175,GL-H102-M,335,186,2025-09-15,Canada
WH002,25176,HL-U509-B,308,162,2025-07-30,US
DC_CA,25177,BK-M68S-46,244,130,2025-07-29,Canada
DC_FR,25178,FE-6654,529,76,2025-01-25,France
DC_CA,25179,BC-M005,417,199,2025-11-21,Canada
DC_CA,25180,BK-M68B-42,576,189,2025-10-18,Canada
DC_CA,25181,FE-6654,457,28,2025-07-16,Canada
DC_CA,25182,PK-7098,648,65,2025-07-01,Canada
WH001,25183,BK-T18U-62,520,148,2025-01-24,US
WH001,25184,BK-T18U-62,471,192,2025-11-23,US
WH002,25185,HL-U509,701,189,2025-04-28,US
WH003,25186,BK-T44U-50,650,194,2025-04-17,US
DC_UK,25187,HL-U509,6,197,2025-09-07,United Kingdom
DC_CA,25188,BK-M68B-46,321,160,2025-03-22,Canada
WH002,25189,FE-6654,655,25,2025-03-14,US
WH003,25190,SJ-0194-M,606,131,2025-02-15,US
DC_UK,25191,GL-H102-S,554,137,2025-11-25,United Kingdom
DC_FR,25192,SO-R809-M,288,34,2025-02-15,France
DC_DE,25193,BK-T79Y-46,62,145,2025-03-20,Germany
DC_UK,25194,BK-R79Y-44,149,176,2025-01-23,United Kingdom
DC_FR,25195,TT-R982,715,193,2025-10-12,France
WH003,25196,TI-R628,610,33,2025-07-13,US
DC_FR,25197,BK-R79Y-42,5,150,2025-01-04,France
DC_DE,25198,BC-R205,741,186,2025-09-03,Germany
DC_CA,25199,WB-H098,24,33,2025-02-06,Canada
WH001,25200,CA-1098,205,200,2025-08-30,US
WH003,25201,LJ-0192-L,101,49,2025-09-02,US
DC_CA,25202,BK-R19B-58,98,71,2025-02-17,Canada
DC_UK,25203,HL-U509-R,333,191,2025-10-16,United Kingdom
DC_FR,25204,BK-T18Y-44,538,52,2025-08-11,France
DC_FR,25205,TI-T723,99,200,2025-06-01,France
DC_UK,25206,TT-T092,902,51,2025-10-18,United Kingdom
DC_DE,25207,BK-T18U-62,450,131,2025-07-01,Germany
DC_CA,25208,BK-T79Y-50,487,52,2025-03-12,Canada
WH003,25209,HL-U509-R,677,141,2025-10-31,US
WH001,25210,BK-M68S-38,919,119,2025-09-29,US
DC_FR,25211,RA-H123,693,27,2025-10-29,France
DC_FR,25212,BK-M68S-46,206,116,2025-02-02,France
DC_CA,25213,BC-M005,36,86,2025-11-16,Canada
DC_DE,25214,WB-H098,550,22,2025-01-29,Germany
DC_DE,25215,CL-9009,381,47,2025-11-14,Germany
WH002,25216,TT-M928,581,109,2025-02-28,US
DC_DE,25217,HL-U509,849,192,2025-12-07,Germany
DC_UK,25218,LJ-0192-L,749,141,2025-10-05,United Kingdom
DC_DE,25219,CA-1098,985,104,2025-02-16,Germany
DC_DE,25220,BK-R89B-48,372,112,2025-04-28,Germany
DC_UK,25221,HL-U509-B,968,47,2025-01-12,United Kingdom
DC_FR,25222,TT-R982,545,51,2025-10-13,France
DC_FR,25223,CL-9009,823,75,2025-08-30,France
DC_CA,25224,TT-R982,518,143,2025-05-03,Canada
DC_DE,25225,SJ-0194-X,765,171,2025-05-19,Germany
WH003,25226,CA-1098,823,195,2025-12-06,US
WH002,25227,TT-R982,210,167,2025-09-22,US
WH002,25228,VE-C304-M,197,89,2025-07-14,US
DC_UK,25229,PK-7098,102,44,2025-10-29,United Kingdom
WH001,25230,TT-T092,569,124,2025-02-15,US
WH002,25231,PK-7098,158,73,2025-06-01,US
WH002,25232,TI-T723,61,46,2025-02-11,US
DC_CA,25233,TT-T092,821,96,2025-11-08,Canada
WH001,25234,PK-7098,123,27,2025-03-13,US
DC_FR,25235,TI-R982,55,151,2025-10-06,France
WH002,25236,LJ-0192-S,221,108,2025-10-23,US
DC_UK,25237,SO-R809-M,132,102,2025-05-05,United Kingdom
DC_FR,25238,TI-M267,383,159,2025-03-15,France
WH003,25239,TT-M928,798,189,2025-12-25,US
WH001,25240,TI-M602,951,166,2025-12-14,US
WH001,25241,LJ-0192-L,365,118,2025-02-16,US
WH002,25242,CA-1098,225,20,2025-08-11,US
DC_DE,25243,BC-M005,275,29,2025-02-17,Germany
DC_DE,25244,WB-H098,921,40,2025-12-24,Germany
DC_UK,25245,HL-U509-R,521,79,2025-01-04,United Kingdom
DC_UK,25246,GL-H102-M,534,153,2025-01-10,United Kingdom
WH002,25247,WB-H098,904,125,2025-11-09,US
DC_UK,25248,BC-M005,793,111,2025-03-04,United Kingdom
WH003,25249,SJ-0194-X,464,25,2025-02-11,US
WH003,25250,BC-M005,175,161,2025-06-25,US
DC_FR,25251,WB-H098,741,23,2025-05-19,France
WH003,25252,HL-U509-B,520,97,2025-02-22,US
DC_DE,25253,SH-W890-M,24,81,2025-03-19,Germany
DC_FR,25254,LJ-0192-L,788,83,2025-09-14,France
WH003,25255,WB-H098,137,72,2025-09-26,US
WH002,25256,PK-7098,683,143,2025-08-05,US
DC_DE,25257,WB-H098,430,148,2025-12-21,Germany
WH003,25258,PK-7098,329,77,2025-12-31,US
DC_DE,25259,TT-M928,506,99,2025-10-05,Germany
WH002,25260,HL-U509-R,667,39,2025-04-17,US
WH002,25261,WB-H098,104,80,2025-12-28,US
DC_FR,25262,TT-M928,289,102,2025-02-07,France
WH003,25263,HL-U509,622,171,2025-05-16,US
DC_DE,25264,FE-6654,792,97,2025-04-11,Germany
DC_DE,25265,HL-U509-B,258,60,2025-08-21,Germany
WH002,25266,LJ-0192-M,408,155,2025-11-08,US
DC_UK,25267,FE-6654,896,20,2025-02-06,United Kingdom
WH002,25268,HL-U509,627,24,2025-06-01,US
DC_CA,25269,LJ-0192-X,67,33,2025-12-25,Canada
DC_DE,25270,FE-6654,418,172,2025-10-02,Germany
WH001,25271,CA-1098,760,46,2025-04-19,US
WH003,25272,LJ-0192-S,932,85,2025-06-05,US
WH002,25273,SH-W890-L,467,166,2025-08-03,US
DC_DE,25274,LJ-0192-X,82,183,2025-06-29,Germany
DC_DE,25275,TI-M602,451,115,2025-02-27,Germany
WH003,25276,TT-M928,617,176,2025-08-25,US
WH001,25277,HL-U509-B,724,145,2025-05-28,US
WH002,25278,TT-M928,871,88,2025-07-29,US
WH001,25279,TI-M602,655,42,2025-08-05,US
WH002,25280,FE-6654,238,50,2025-01-01,US
DC_CA,25281,WB-H098,786,154,2025-03-02,Canada
WH002,25282,BC-M005,182,136,2025-05-29,US
WH001,25283,HL-U509,111,195,2025-08-09,US
WH002,25284,TT-R982,796,80,2025-07-09,US
DC_UK,25285,PK-7098,65,135,2025-07-20,United Kingdom
WH001,25286,CL-9009,72,140,2025-04-15,US
DC_CA,25287,TT-R982,611,199,2025-09-24,Canada
DC_FR,25288,CA-1098,335,115,2025-10-10,France
DC_CA,25289,HL-U509-R,930,153,2025-12-20,Canada
DC_FR,25290,TI-R092,494,36,2025-12-09,France
DC_DE,25291,SJ-0194-M,505,88,2025-10-28,Germany
WH003,25292,TI-R092,219,127,2025-09-19,US
WH001,25293,PK-7098,76,167,2025-01-21,US
WH001,25294,TT-T092,351,137,2025-12-14,US
DC_DE,25295,HL-U509-R,531,86,2025-10-30,Germany
DC_DE,25296,LJ-0192-S,148,38,2025-11-13,Germany
DC_UK,25297,TT-T092,266,137,2025-03-11,United Kingdom
DC_DE,25298,HL-U509-R,402,146,2025-04-24,Germany
WH001,25299,TI-M823,63,175,2025-09-22,US
DC_UK,25300,TT-M928,712,58,2025-09-07,United Kingdom
DC_FR,25301,HL-U509-B,141,184,2025-01-28,France
DC_CA,25302,TI-M823,804,175,2025-11-27,Canada
WH003,25303,TT-M928,546,42,2025-12-28,US
WH001,25304,HL-U509-B,386,156,2025-01-27,US
DC_FR,25305,FE-6654,703,44,2025-09-05,France
DC_DE,25306,BK-R89R-58,678,186,2025-10-16,Germany
WH002,25307,BC-R205,992,76,2025-07-11,US
DC_FR,25308,WB-H098,982,54,2025-03-23,France
WH003,25309,HY-1023-70,339,133,2025-02-23,US
WH001,25310,BK-R89R-58,873,139,2025-04-27,US
DC_DE,25311,BK-M38S-38,24,163,2025-09-19,Germany
DC_UK,25312,BK-M38S-38,724,125,2025-07-16,United Kingdom
DC_CA,25313,SH-W890-L,292,146,2025-04-17,Canada
DC_UK,25314,BK-M18S-44,69,113,2025-05-24,United Kingdom
DC_UK,25315,FE-6654,252,54,2025-04-13,United Kingdom
DC_DE,25316,HL-U509-R,415,110,2025-04-19,Germany
WH001,25317,GL-H102-L,807,144,2025-03-22,US
DC_DE,25318,BK-M68B-46,312,54,2025-05-02,Germany
DC_DE,25319,FE-6654,579,101,2025-10-16,Germany
DC_FR,25320,BK-M68S-38,774,187,2025-09-01,France
DC_DE,25321,BC-M005,606,101,2025-01-13,Germany
WH001,25322,WB-H098,508,114,2025-08-20,US
DC_DE,25323,CL-9009,29,33,2025-09-01,Germany
DC_UK,25324,BK-M68B-38,416,176,2025-04-27,United Kingdom
WH001,25325,BC-M005,278,92,2025-06-10,US
DC_FR,25326,WB-H098,987,146,2025-09-23,France
WH001,25327,SO-R809-M,307,79,2025-10-29,US
DC_DE,25328,BK-M68B-38,639,197,2025-02-28,Germany
DC_CA,25329,PK-7098,980,162,2025-08-22,Canada
DC_UK,25330,BK-M68S-38,656,54,2025-07-12,United Kingdom
DC_FR,25331,FE-6654,166,162,2025-02-22,France
WH003,25332,BK-T18U-50,710,189,2025-03-21,US
DC_UK,25333,HL-U509-R,313,195,2025-01-11,United Kingdom
DC_CA,25334,BK-T44U-54,150,195,2025-06-28,Canada
DC_UK,25335,SJ-0194-L,854,170,2025-06-28,United Kingdom
WH003,25336,GL-H102-L,320,88,2025-10-02,US
DC_UK,25337,BK-R79Y-48,343,68,2025-11-02,United Kingdom
DC_FR,25338,BK-R79Y-44,751,130,2025-05-16,France
DC_FR,25339,CA-1098,166,69,2025-12-15,France
WH002,25340,BK-R89B-58,657,182,2025-09-10,US
WH002,25341,BK-R19B-52,16,153,2025-02-26,US
WH002,25342,BK-R19B-52,735,74,2025-07-22,US
WH003,25343,BC-R205,803,178,2025-03-25,US
DC_UK,25344,CL-9009,504,182,2025-07-04,United Kingdom
WH002,25345,BK-R19B-44,151,70,2025-08-06,US
WH003,25346,BC-R205,601,41,2025-10-06,US
WH002,25347,WB-H098,495,29,2025-01-07,US
WH002,25348,HL-U509-R,998,99,2025-10-04,US
DC_FR,25349,BK-R19B-58,177,99,2025-04-15,France
WH002,25350,TI-R092,747,198,2025-07-05,US
DC_FR,25351,TT-R982,844,76,2025-06-24,France
WH003,25352,HL-U509,734,89,2025-10-24,US
WH001,25353,BK-R19B-58,139,158,2025-11-08,US
WH003,25354,BK-T18Y-44,325,137,2025-07-23,US
DC_FR,25355,CL-9009,866,121,2025-05-16,France
DC_UK,25356,BK-T44U-46,263,183,2025-01-04,United Kingdom
WH002,25357,BK-T44U-46,125,121,2025-07-07,US
DC_DE,25358,BK-T79U-54,351,182,2025-01-09,Germany
DC_UK,25359,WB-H098,389,144,2025-04-26,United Kingdom
DC_FR,25360,BC-R205,764,146,2025-06-21,France
DC_UK,25361,BK-T79U-54,774,197,2025-09-26,United Kingdom
WH002,25362,BK-T79U-60,215,166,2025-09-19,US
DC_FR,25363,SJ-0194-M,528,182,2025-05-16,France
DC_CA,25364,BK-R19B-52,960,191,2025-03-21,Canada
DC_UK,25365,BC-R205,172,42,2025-07-19,United Kingdom
DC_CA,25366,WB-H098,475,116,2025-10-29,Canada
DC_DE,25367,BK-R79Y-42,176,25,2025-07-15,Germany
WH002,25368,TI-R628,63,184,2025-05-08,US
DC_CA,25369,TT-R982,131,133,2025-06-22,Canada
DC_UK,25370,HL-U509-B,264,171,2025-09-26,United Kingdom
DC_DE,25371,BK-R79Y-42,735,183,2025-02-21,Germany
DC_CA,25372,HL-U509-R,335,186,2025-09-15,Canada
WH002,25373,SJ-0194-L,308,162,2025-07-30,US
DC_CA,25374,CA-1098,244,130,2025-07-29,Canada
DC_FR,25375,BK-R19B-52,529,76,2025-01-25,France
DC_CA,25376,TI-R092,417,199,2025-11-21,Canada
DC_CA,25377,BK-R19B-48,576,189,2025-10-18,Canada
DC_CA,25378,WB-H098,457,28,2025-07-16,Canada
DC_CA,25379,BC-R205,648,65,2025-07-01,Canada
WH001,25380,HL-U509,520,148,2025-01-24,US
WH001,25381,BK-T79U-54,471,192,2025-11-23,US
WH002,25382,WB-H098,701,189,2025-04-28,US
WH003,25383,VE-C304-M,650,194,2025-04-17,US
DC_UK,25384,BC-R205,6,197,2025-09-07,United Kingdom
DC_CA,25385,BK-M38S-40,321,160,2025-03-22,Canada
WH002,25386,CA-1098,655,25,2025-03-14,US
WH003,25387,SH-W890-L,606,131,2025-02-15,US
DC_UK,25388,BK-M68S-42,554,137,2025-11-25,United Kingdom
DC_FR,25389,BC-M005,288,34,2025-02-15,France
DC_DE,25390,WB-H098,62,145,2025-03-20,Germany
DC_UK,25391,BK-M68B-42,149,176,2025-01-23,United Kingdom
DC_FR,25392,HL-U509,715,193,2025-10-12,France
WH003,25393,BK-M68S-46,610,33,2025-07-13,US
DC_FR,25394,BK-M68B-38,5,150,2025-01-04,France
DC_DE,25395,BC-M005,741,186,2025-09-03,Germany
DC_CA,25396,BK-M68B-46,24,33,2025-02-06,Canada
WH001,25397,FE-6654,205,200,2025-08-30,US
WH003,25398,SJ-0194-M,101,49,2025-09-02,US
DC_CA,25399,BK-M68S-42,98,71,2025-02-17,Canada
DC_UK,25400,BC-M005,333,191,2025-10-16,United Kingdom
DC_FR,25401,WB-H098,538,52,2025-08-11,France
DC_FR,25402,BK-M68S-38,99,200,2025-06-01,France
DC_UK,25403,BC-M005,902,51,2025-10-18,United Kingdom
DC_DE,25404,WB-H098,450,131,2025-07-01,Germany
DC_CA,25405,HL-U509,487,52,2025-03-12,Canada
WH003,25406,CA-1098,677,141,2025-10-31,US
WH001,25407,BK-M68B-46,919,119,2025-09-29,US
DC_FR,25408,BC-M005,693,27,2025-10-29,France
DC_FR,25409,TT-R982,206,116,2025-02-02,France
DC_CA,25410,TI-R628,36,86,2025-11-16,Canada
DC_DE,25411,HL-U509-R,550,22,2025-01-29,Germany
DC_DE,25412,TI-M267,381,47,2025-11-14,Germany
WH002,25413,TT-M928,581,109,2025-02-28,US
DC_DE,25414,HL-U509-B,849,192,2025-12-07,Germany
DC_UK,25415,TT-R982,749,141,2025-10-05,United Kingdom
DC_DE,25416,PK-7098,985,104,2025-02-16,Germany
DC_DE,25417,BK-M18B-44,372,112,2025-04-28,Germany
DC_CA,25418,TT-T092,77,118,2025-08-13,Canada
DC_DE,25419,TT-T092,151,137,2025-02-11,Germany
DC_FR,25420,HL-U509-R,32,119,2025-10-18,France
DC_UK,25421,TI-M602,100,47,2025-01-12,United Kingdom
DC_FR,25422,TT-M928,345,51,2025-10-13,France
DC_FR,25423,HL-U509,923,75,2025-08-30,France
DC_CA,25424,TI-M602,518,143,2025-05-03,Canada
DC_DE,25425,TT-M928,765,171,2025-05-19,Germany
WH003,25426,HL-U509,423,195,2025-12-06,US
WH002,25427,BC-M005,210,167,2025-09-22,US
WH002,25428,WB-H098,197,89,2025-07-14,US
DC_UK,25429,HL-U509-R,102,44,2025-10-29,United Kingdom
WH001,25430,BC-M005,569,124,2025-02-15,US
WH002,25431,WB-H098,158,73,2025-06-01,US
WH002,25432,BC-M005,61,46,2025-02-11,US
DC_CA,25433,WB-H098,821,96,2025-11-08,Canada
WH001,25434,SJ-0194-S,123,27,2025-03-13,US
DC_FR,25435,WB-H098,55,151,2025-10-06,France
WH002,25436,HL-U509-R,221,108,2025-10-23,US
DC_UK,25437,GL-H102-M,132,102,2025-05-05,United Kingdom
DC_FR,25438,SH-W890-L,383,159,2025-03-15,France
WH003,25439,WB-H098,798,189,2025-12-25,US
WH001,25440,WB-H098,951,166,2025-12-14,US
WH001,25441,HL-U509-B,365,118,2025-02-16,US
WH002,25442,WB-H098,225,20,2025-08-11,US
DC_DE,25443,HL-U509-R,275,29,2025-02-17,Germany
DC_DE,25444,TT-M928,921,40,2025-12-24,Germany
DC_UK,25445,HL-U509-R,521,79,2025-01-04,United Kingdom
DC_UK,25446,LJ-0192-S,534,153,2025-01-10,United Kingdom
WH002,25447,TT-R982,904,125,2025-11-09,US
DC_UK,25448,TI-R982,793,111,2025-03-04,United Kingdom
WH003,25449,HL-U509-R,464,25,2025-02-11,US
WH003,25450,LJ-0192-M,175,161,2025-06-25,US
DC_FR,25451,FE-6654,741,23,2025-05-19,France
WH003,25452,HY-1023-70,520,97,2025-02-22,US
DC_DE,25453,TT-M928,24,81,2025-03-19,Germany
DC_FR,25454,TI-M267,788,83,2025-09-14,France
WH003,25455,PK-7098,137,72,2025-09-26,US
WH002,25456,TI-M267,683,143,2025-08-05,US
DC_DE,25457,TT-M928,430,148,2025-12-21,Germany
WH003,25458,TI-M602,329,77,2025-12-31,US
DC_DE,25459,HL-U509,506,99,2025-10-05,Germany
WH002,25460,LJ-0192-L,667,39,2025-04-17,US
WH002,25461,TI-M602,104,80,2025-12-28,US
DC_FR,25462,TT-M928,289,102,2025-02-07,France
WH003,25463,HL-U509-B,622,171,2025-05-16,US
DC_DE,25464,TT-R982,792,97,2025-04-11,Germany
DC_DE,25465,PK-7098,258,60,2025-08-21,Germany
WH002,25466,TI-T723,408,155,2025-11-08,US
DC_UK,25467,TI-T723,896,20,2025-02-06,United Kingdom
WH002,25468,TT-T092,627,24,2025-06-01,US
DC_CA,25469,HL-U509,67,33,2025-12-25,Canada
DC_DE,25470,SJ-0194-X,418,172,2025-10-02,Germany
WH001,25471,CA-1098,760,46,2025-04-19,US
WH003,25472,TT-T092,932,85,2025-06-05,US
WH002,25473,TI-T723,467,166,2025-08-03,US
DC_DE,25474,TI-T723,82,183,2025-06-29,Germany
DC_DE,25475,TT-T092,451,115,2025-02-27,Germany
WH003,25476,PK-7098,617,176,2025-08-25,US
WH001,25477,TI-M823,724,145,2025-05-28,US
WH002,25478,FE-6654,871,88,2025-07-29,US
WH001,25479,BC-M005,655,42,2025-08-05,US
WH002,25480,TI-M823,238,50,2025-01-01,US
DC_CA,25481,TT-M928,786,154,2025-03-02,Canada
WH002,25482,TI-M823,182,136,2025-05-29,US
WH001,25483,PK-7098,111,195,2025-08-09,US
WH002,25484,CL-9009,796,80,2025-07-09,US
DC_UK,25485,WB-H098,65,135,2025-07-20,United Kingdom
WH001,25486,BC-M005,72,140,2025-04-15,US
DC_CA,25487,HL-U509-R,611,199,2025-09-24,Canada
DC_FR,25488,BK-R79Y-44,335,115,2025-10-10,France
DC_CA,25489,HL-U509-B,930,153,2025-12-20,Canada
DC_FR,25490,BK-M18S-48,494,36,2025-12-09,France
DC_DE,25491,BK-M18S-48,505,88,2025-10-28,Germany
WH003,25492,BC-M005,219,127,2025-09-19,US
WH001,25493,WB-H098,76,167,2025-01-21,US
WH001,25494,BK-M68S-38,351,137,2025-12-14,US
DC_DE,25495,FE-6654,531,86,2025-10-30,Germany
DC_DE,25496,BC-M005,148,38,2025-11-13,Germany
DC_UK,25497,WB-H098,266,137,2025-03-11,United Kingdom
DC_DE,25498,HL-U509-B,402,146,2025-04-24,Germany
WH001,25499,BK-M68S-46,63,175,2025-09-22,US
DC_UK,25500,FE-6654,712,58,2025-09-07,United Kingdom
DC_FR,25501,CA-1098,141,184,2025-01-28,France
DC_CA,25502,BK-M68S-46,804,175,2025-11-27,Canada
WH003,25503,FE-6654,546,42,2025-12-28,US
WH001,25504,BK-M68S-46,386,156,2025-01-27,US
DC_FR,25505,FE-6654,703,44,2025-09-05,France
DC_DE,25506,LJ-0192-L,678,186,2025-10-16,Germany
WH002,25507,GL-H102-L,992,76,2025-07-11,US
DC_FR,25508,BK-M68S-42,982,54,2025-03-23,France
WH003,25509,FE-6654,339,133,2025-02-23,US
WH001,25510,CL-9009,873,139,2025-04-27,US
DC_DE,25511,BK-M68B-42,24,163,2025-09-19,Germany
DC_UK,25512,FE-6654,724,125,2025-07-16,United Kingdom
DC_CA,25513,HL-U509-B,292,146,2025-04-17,Canada
DC_UK,25514,BK-M68B-42,69,113,2025-05-24,United Kingdom
DC_UK,25515,FE-6654,252,54,2025-04-13,United Kingdom
DC_DE,25516,HL-U509-B,415,110,2025-04-19,Germany
WH001,25517,BK-R79Y-44,807,144,2025-03-22,US
DC_DE,25518,HL-U509,312,54,2025-05-02,Germany
DC_DE,25519,BK-R79Y-48,579,101,2025-10-16,Germany
DC_FR,25520,SJ-0194-S,774,187,2025-09-01,France
DC_DE,25521,BK-R89B-58,606,101,2025-01-13,Germany
WH001,25522,TI-R982,508,114,2025-08-20,US
DC_DE,25523,TT-R982,29,33,2025-09-01,Germany
DC_UK,25524,PK-7098,416,176,2025-04-27,United Kingdom
WH001,25525,BK-R19B-48,278,92,2025-06-10,US
DC_FR,25526,HL-U509-B,987,146,2025-09-23,France
WH001,25527,BK-R19B-58,307,79,2025-10-29,US
DC_DE,25528,TT-R982,639,197,2025-02-28,Germany
DC_CA,25529,TI-R092,980,162,2025-08-22,Canada
DC_UK,25530,PK-7098,656,54,2025-07-12,United Kingdom
DC_FR,25531,BK-R64Y-42,166,162,2025-02-22,France
WH003,25532,BC-R205,710,189,2025-03-21,US
DC_UK,25533,WB-H098,313,195,2025-01-11,United Kingdom
DC_CA,25534,HY-1023-70,150,195,2025-06-28,Canada
DC_UK,25535,BK-T44U-54,854,170,2025-06-28,United Kingdom
WH003,25536,HL-U509,320,88,2025-10-02,US
DC_UK,25537,BK-T44U-46,343,68,2025-11-02,United Kingdom
DC_FR,25538,HL-U509,751,130,2025-05-16,France
DC_FR,25539,CA-1098,166,69,2025-12-15,France
WH002,25540,BK-T79U-60,657,182,2025-09-10,US
WH002,25541,BK-T79U-50,16,153,2025-02-26,US
WH002,25542,WB-H098,735,74,2025-07-22,US
WH003,25543,CA-1098,803,178,2025-03-25,US
DC_UK,25544,BC-R205,504,182,2025-07-04,United Kingdom
WH002,25545,BK-T79Y-46,151,70,2025-08-06,US
WH003,25546,HL-U509-B,601,41,2025-10-06,US
WH002,25547,BK-R19B-44,495,29,2025-01-07,US
WH002,25548,TI-R092,998,99,2025-10-04,US
DC_FR,25549,TT-R982,177,99,2025-04-15,France
WH002,25550,HL-U509-B,747,198,2025-07-05,US
DC_FR,25551,GL-H102-M,844,76,2025-06-24,France
WH003,25552,BK-R19B-44,734,89,2025-10-24,US
WH001,25553,TI-R092,139,158,2025-11-08,US
WH003,25554,PK-7098,325,137,2025-07-23,US
DC_FR,25555,BK-R19B-58,866,121,2025-05-16,France
DC_UK,25556,BC-R205,263,183,2025-01-04,United Kingdom
WH002,25557,WB-H098,125,121,2025-07-07,US
DC_DE,25558,HY-1023-70,351,182,2025-01-09,Germany
DC_UK,25559,BK-R64Y-44,389,144,2025-04-26,United Kingdom
DC_FR,25560,HL-U509-R,764,146,2025-06-21,France
DC_UK,25561,BK-R64Y-44,774,197,2025-09-26,United Kingdom
WH002,25562,BK-R79Y-40,215,166,2025-09-19,US
DC_FR,25563,TI-R628,528,182,2025-05-16,France
DC_CA,25564,BK-R64Y-42,960,191,2025-03-21,Canada
DC_UK,25565,TI-R628,172,42,2025-07-19,United Kingdom
DC_CA,25566,TT-R982,475,116,2025-10-29,Canada
DC_DE,25567,VE-C304-S,176,25,2025-07-15,Germany
WH002,25568,BK-R19B-52,63,184,2025-05-08,US
DC_CA,25569,BK-M38S-38,131,133,2025-06-22,Canada
DC_UK,25570,SH-W890-L,264,171,2025-09-26,United Kingdom
DC_DE,25571,BK-T79Y-60,735,183,2025-02-21,Germany
DC_CA,25572,TI-T723,335,186,2025-09-15,Canada
WH002,25573,TT-T092,308,162,2025-07-30,US
DC_CA,25574,GL-H102-S,244,130,2025-07-29,Canada
DC_FR,25575,BK-R19B-44,529,76,2025-01-25,France
DC_CA,25576,BC-R205,417,199,2025-11-21,Canada
DC_CA,25577,BK-M68S-42,576,189,2025-10-18,Canada
DC_CA,25578,WB-H098,457,28,2025-07-16,Canada
DC_CA,25579,BC-M005,648,65,2025-07-01,Canada
WH001,25580,BK-M68S-46,520,148,2025-01-24,US
WH001,25581,WB-H098,471,192,2025-11-23,US
WH002,25582,BC-M005,701,189,2025-04-28,US
WH003,25583,CL-9009,650,194,2025-04-17,US
DC_UK,25584,BK-M68B-38,6,197,2025-09-07,United Kingdom
DC_CA,25585,GL-H102-L,321,160,2025-03-22,Canada
WH002,25586,FE-6654,655,25,2025-03-14,US
WH003,25587,TI-R628,606,131,2025-02-15,US
DC_UK,25588,SJ-0194-L,554,137,2025-11-25,United Kingdom
DC_FR,25589,TI-M602,288,34,2025-02-15,France
